objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"Not Alone","194879","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","116025209","6.67624","6.96205","1.9837","928","17645","thing","Not Alone","2","7","45","45","30","2016","3,4,5,6,7","4,5","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Nusfjord","234277","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","98878342","7.10291","7.63743","2.8471","381","9713","thing","Nusfjord","1","5","100","100","20","2017","1,2,3,4,5","1,3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Nusfjord: Big Box","378979","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","113673743","6.06594","8.30204","2.9412","0","2119","thing","Nusfjord: Big Box","1","5","120","120","60","2024","1,2,3,4,5","3","12+","","","","","","","standalone","","","","",""
"Obsession","231733","0","0","0","0","0","0","0","0","0","0","1","1","2.3
","","","","","110797667","7.70759","8.09019","3.0962","65","22546","thing","Obsession","1","4","90","90","30","2018","1,2,3,4","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Obsession: Promotional Tiles","306634","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","116102273","6.04928","8.17576","3.6667","0","5267","thing","Obsession: Promotional Tiles","1","4","120","120","30","2020","1,2,3","2","","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","",""
"Obsession: Upstairs, Downstairs","279067","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","112210620","6.89285","8.59843","3.4286","0","10176","thing","Obsession: Upstairs, Downstairs","1","6","90","90","30","2020","1,2,3,4","2","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","",""
"Obsession: Useful Box","338349","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","112210626","5.85758","8.44238","2.5","0","2220","thing","Obsession: Useful Box","1","6","90","90","30","2021","1,2","2","","","","","","","","expansion","","","","",""
"Obsession: Wessex Expansion","245392","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112210621","6.67042","8.33823","3.0909","0","9471","thing","Obsession: Wessex Expansion","1","4","90","90","30","2023","1,2,3","2","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","Kayenta Games","English","2023","English 2.3E edition"
"Oh My Goods!","183840","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","97641460","6.74867","6.99391","2.2934","810","25199","thing","Oh My Goods!","2","4","30","30","30","2019","2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","Lookout Games","English","2019","English edition 2019"
"Oh My Goods!: Big Box","417268","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","133668404","5.61058","7.69881","2.4","0","453","thing","Oh My Goods!: Big Box","1","4","45","45","30","2024","1,2,3,4","2,3,4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Lookout Games","English","2024","English edition"
"Oh My Goods!: Escape to Canyon Brook","233363","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","115788536","5.8282","7.4674","2.4286","0","4564","thing","Oh My Goods!: Escape to Canyon Brook","1","4","45","45","45","2019","1,2,3,4","1","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","Lookout Games","English","2019","English edition"
"Oh My Goods!: Longsdale in Revolt","209323","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","115788528","6.41424","7.36926","2.2571","0","9325","thing","Oh My Goods!: Longsdale in Revolt","1","4","45","45","45","2016","1,2,3,4","1","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"One Night Ultimate Werewolf","147949","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","110193502","6.8627","7.03964","1.3785","653","56345","thing","One Night Ultimate Werewolf","3","10","10","10","10","2014","4,5,6,7,8,9,10","6,7,8","10+","No necessary in-game text","","","","","","standalone","","","","",""
"One Night Ultimate Werewolf: Daybreak","163166","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","110193504","6.77026","7.28344","1.3846","778","16455","thing","One Night Ultimate Werewolf: Daybreak","3","10","10","10","10","2015","4,5,6,7,8","5,6,7,8","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Onirim","71836","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","31994989","6.32483","6.63038","1.6525","1716","9126","thing","Onirim","1","2","15","15","15","2012","1,2","1","8+","No necessary in-game text","","","","","","standalone","","Lacerta; Z-Man Games","Polish","2012","Polish edition"
"Onirim (Second Edition)","156336","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","111250977","6.74098","7.04004","1.6014","821","15447","thing","Onirim (Second Edition)","1","2","15","15","15","2014","1,2","1","10+","No necessary in-game text","","","","","","standalone","","","","",""
"The Oracle of Delphi","193558","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","124426476","6.76067","7.2959","3.0345","788","7054","thing","The Oracle of Delphi","2","4","100","100","70","2016","2,3,4","3,4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Oriflamme","287084","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","99483284","6.54779","7.08169","1.6689","1167","7850","thing","Oriflamme","3","5","30","30","15","2019","3,4,5","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Orleans: Big Box","420068","0","0","0","0","0","0","0","0","0","0","1","3","","","","","","125267219","5.74715","8.89972","2.5","0","516","thing","Orleans: Big Box","1","5","90","90","90","2024","1,2,3,4,5","3","","","","","","","","standalone","","","","",""
"Paladins of the West Kingdom","266810","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641217","7.66766","7.96461","3.7151","75","31512","thing","Paladins of the West Kingdom","1","4","120","120","90","2019","1,2,3","2","14+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Paladins of the West Kingdom: 2019 Promos","274782","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641239","5.83015","7.95593","3","0","2432","thing","Paladins of the West Kingdom: 2019 Promos","1","4","120","120","60","2019","2","2","","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","",""
"Paladins of the West Kingdom: City of Crowns","317980","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641225","6.40457","8.17034","4.0976","0","7570","thing","Paladins of the West Kingdom: City of Crowns","1","4","120","120","90","2021","1,2,3","2","14+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","",""
"Paladins of the West Kingdom: Dice Tower 2021 Pack","329073","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641275","5.56546","7.65147","3","0","670","thing","Paladins of the West Kingdom: Dice Tower 2021 Pack","1","4","120","120","90","2021","","","","No necessary in-game text","","","","","","expansion","","","","",""
"Paladins of the West Kingdom: King Dan","304626","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641287","5.56077","7.79032","3.3333","0","588","thing","Paladins of the West Kingdom: King Dan","1","4","120","120","90","2020","2","2","","No necessary in-game text","","","","","","expansion","","","","",""
"Paladins of the West Kingdom: Meeple Folk","295660","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641259","5.5659","7.86154","3.3333","0","631","thing","Paladins of the West Kingdom: Meeple Folk","1","4","120","120","90","2020","","","","No necessary in-game text","","","","","","expansion","","","","",""
"Paladins of the West Kingdom: Suzerain","330372","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641288","5.57017","7.68056","2.6667","0","631","thing","Paladins of the West Kingdom: Suzerain","1","4","120","120","90","2021","","","","No necessary in-game text","","","","","","expansion","","","","",""
"Paladins of the West Kingdom: The Vassals Mini-Expansion","327244","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641254","5.84061","8.02899","2.875","0","2868","thing","Paladins of the West Kingdom: The Vassals Mini-Expansion","1","4","120","120","90","2021","","","","No necessary in-game text","","","","","","expansion","","","","",""
"Paleo","300531","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641152","7.312","7.6674","2.6474","223","27362","thing","Paleo","2","4","60","60","45","2020","1,2,3,4","2,3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Paleo: A New Beginning","342501","0","0","0","1","0","0","0","0","0","0","0","1","english","","","","","98880963","6.23517","8.25545","3.2","0","5759","thing","Paleo: A New Beginning","2","4","60","60","45","2021","1,2,3,4","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","",""
"Paleo: The Caves","429959","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","130958140","5.53976","8.27297","0","0","499","thing","Paleo: The Caves","1","4","60","60","45","2024","","","","","","","","","","expansion","","","","",""
"Paleo: The Flash of Wit","360831","0","0","0","1","0","0","0","0","0","0","0","2","","","","","","98939956","5.61743","7.97628","1.4","0","1219","thing","Paleo: The Flash of Wit","1","4","60","60","45","2022","","","","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","",""
"Paleo: The Hornets","372024","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","130233164","5.64433","7.71394","2.8333","0","2002","thing","Paleo: The Hornets","1","4","60","60","45","2022","1,2,3,4","1,2","10+","","","","","","","expansion","","","","",""
"Paleo: The Initiation Rite","334338","0","0","0","1","0","0","0","0","0","0","0","2","Wait for EN","","","","","98939952","5.7611","7.59215","2.2857","0","2997","thing","Paleo: The Initiation Rite","1","4","60","60","45","2021","2,3,4","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","",""
"Paleo: The Terror Birds","323392","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","98939949","5.81153","7.69921","2.75","0","3520","thing","Paleo: The Terror Birds","1","4","60","60","45","2022","2,3","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","Hans im Glück; Z-Man Games","English","2022","English edition"
"Paleo: The White Whale","400739","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","130958138","5.62404","7.94497","2.6667","0","1677","thing","Paleo: The White Whale","1","4","60","60","45","2023","1,2,3,4","1,2","10+","No necessary in-game text","","","","","","expansion","","Hans im Glück","English","2023","English edition"
"Pandemic Legacy: Season 0","314040","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","98932276","7.74393","8.35571","3.1637","57","19706","thing","Pandemic Legacy: Season 0","2","4","60","60","45","2020","2,3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Pandemic Legacy: Season 1","161936","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","98932271","8.35869","8.51184","2.8295","2","87273","thing","Pandemic Legacy: Season 1","2","4","60","60","60","2015","2,3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Pandemic Legacy: Season 2","221107","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","98932273","7.70212","8.01861","3.2515","67","34015","thing","Pandemic Legacy: Season 2","2","4","60","60","60","2017","2,3,4","4","12+","Unplayable in another language","","","","","","standalone","","","","",""
"Paris: Eiffel","331654","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641187","5.7804","7.48674","2","0","2407","thing","Paris: Eiffel","2","2","30","30","20","2021","2","2","","","","","","","","expansion","","","","",""
"Paris: La Cité de la Lumière","276498","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641185","6.70904","7.24665","2.0136","876","12354","thing","Paris: La Cité de la Lumière","2","2","30","30","30","2019","2","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Patchwork: Edición Halloween","163412","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","98880551","7.47764","7.58496","1.5984","139","116314","thing","Patchwork","2","2","30","30","15","2021","2","2","6+","No necessary in-game text","","","","","","standalone","","Lookout Games","Spanish","2021","Spanish edition"
"Paths of Glory","91","0","0","0","0","0","0","0","0","0","0","1","3","2nd edition","","","","","134621588","7.26561","8.07958","3.8528","249","11087","thing","Paths of Glory","2","2","480","480","480","1999","2","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Pavlov's House","219101","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","105931203","6.4351","7.85922","2.8148","1432","3929","thing","Pavlov's House","1","3","75","75","60","2018","1,2","1","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Pax Pamir: Second Edition","256960","0","0","0","0","0","0","0","0","0","0","1","2","","","","","","116237674","7.7754","8.14256","3.8487","51","23187","thing","Pax Pamir: Second Edition","1","5","120","120","45","2019","1,2,3,4,5","4","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Pax Renaissance: 2nd Edition","308119","0","0","0","1","0","0","0","0","0","0","0","4","","","","","","115670692","7.10993","8.42293","4.6443","369","5638","thing","Pax Renaissance: 2nd Edition","1","4","120","120","60","2021","2,3,4","2,3","14+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Pendragon: The Fall of Roman Britain","193728","0","0","0","0","0","0","0","0","0","0","1","3","2nd edition","","","","","134621576","6.26366","7.86717","4.4615","1912","3538","thing","Pendragon: The Fall of Roman Britain","1","4","360","360","60","2017","1,2,3,4","4","16+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Pericles: The Peloponnesian Wars","199904","0","0","0","1","0","0","0","0","0","0","0","4","","","","","","129205730","6.10941","7.80872","4.2989","2532","2664","thing","Pericles: The Peloponnesian Wars","1","4","360","360","45","2017","2,4","4","16+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","GMT Games","English","2017","English edition"
"Pessoa","309728","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","122666126","5.75419","7.2452","2.7368","5163","1004","thing","Pessoa","1","4","75","75","45","2022","1,2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Pingouins","8203","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","126301588","6.57503","6.69954","1.4464","1115","29587","thing","Hey, That's My Fish!","2","4","20","20","20","2014","2,3,4","3","6+","No necessary in-game text","","","","","","standalone","","Edge Entertainment","French","2014","Edge French edition 2014"
